experiment,algorithm,run,T,epsilon,num_nodes,topology,avg_regret_per_round,avg_loss_per_round,mse
impact_privacy_budget,PBDOO-strong,7,100000,10.0,9,grid3x3,7.542775912244018,8.04387781014243,0.3904489723584868
impact_privacy_budget,PBDOO-strong,8,100000,10.0,9,grid3x3,7.518283239824304,8.019655297123178,0.38867727662510954
impact_privacy_budget,PBDOO-strong,9,100000,10.0,9,grid3x3,7.553998385262774,8.055421831995542,0.3893824898327147
impact_privacy_budget,PTF-PBDOO-strong,0,100000,10.0,9,grid3x3,3.542863336746924,4.044255009087114,0.273115925713454
impact_privacy_budget,PTF-PBDOO-strong,1,100000,10.0,9,grid3x3,3.5440927979308556,4.045435072311827,0.27364497504207136
impact_privacy_budget,PTF-PBDOO-strong,2,100000,10.0,9,grid3x3,3.5418834908166725,4.043231244809252,0.27338795415241435
impact_privacy_budget,PTF-PBDOO-strong,3,100000,10.0,9,grid3x3,3.543927730160809,4.0447875156768855,0.2739078873572244
impact_privacy_budget,PTF-PBDOO-strong,4,100000,10.0,9,grid3x3,3.5456621612005543,4.046742256062549,0.2729325487108071
impact_privacy_budget,PTF-PBDOO-strong,5,100000,10.0,9,grid3x3,3.5441407229723456,4.045206147643803,0.27270621372408477
impact_privacy_budget,PTF-PBDOO-strong,6,100000,10.0,9,grid3x3,3.5439470593441937,4.045357019726278,0.2733254482741051
impact_privacy_budget,PTF-PBDOO-strong,7,100000,10.0,9,grid3x3,3.5431932161141404,4.04429511401245,0.27341082391610083
impact_privacy_budget,PTF-PBDOO-strong,8,100000,10.0,9,grid3x3,3.5440587582699674,4.045430815568756,0.2726881704304567
impact_privacy_budget,PTF-PBDOO-strong,9,100000,10.0,9,grid3x3,3.545664744307998,4.0470881910406815,0.27272688288165364
